city_id,city_name
4718,Quimper
27761,Rabka-Zdrój
18588,Radom
47191,Radzyń Podlaski
14868,Ragusa
10318,Rakovica
47631,"Raleigh, NC"
7068,Randers
12438,Raubling
7788,Ravenna
651,Ravensburg
14958,Ravna Gora (odmorište)
12318,Razgrad
16728,Raša
43941,Rašeljke
44281,Raška
46121,Ražanj
47811,"Redwood City, CA"
44791,Refahiye
653,Regensburg
24151,Reggio Calabria
5448,Reggio Emilia
2608,Reims
3638,Rennes
20348,"Reno, NV"
158,Reutlingen
36791,Revúca
15578,Reșița
663,Rheinfelden
46161,Ribariće
12888,Riccione
27851,"Richmond, VA"
40091,Rieti
33321,Riga
6478,Rijeka
25971,Rimavská Sobota
3008,Rimini
42851,Ringe
16398,Ringsted
31041,Rivera de Corneja
20368,"Riverside, CA"
15878,Rivne
42392,Rize
10118,Rochefort
39421,"Rochester, NY"
14518,Rodange
20008,Rodi Garganico
3668,Roermond
15588,Roman
2075,Rome
23701,Rome Ciampino Airport
23691,Rome Fiumicino Airport
14848,Rosarno
669,Rosenheim
24101,Roseto degli Abruzzi
7148,Roskilde
18528,Rossano
139,Rostock
2548,Rotterdam
4738,Rouen
9908,Rovanjska
11108,Rovereto
15828,Rovinari
8978,Rovinj
46781,Rowy
27051,Rozewie
46081,Rožaje
47661,Rožmberk
25961,Rožnava
15598,Roșiorii de Vede
16428,Rudkøbing
2948,Rudolstadt
12328,Ruse
99,Rust (Europa-Park)
12788,Ruvo di Puglia
6138,Ružomberok
8728,Rzeszów
15548,Râmnicu Sărat
15558,Râmnicu Vâlcea
3678,Saalfeld
674,Saarbrücken
30291,Sabugal
29881,Sabunike
20228,"Sacramento, CA"
42692,Safranbolu
3708,Saint Jean de Luz
4768,Saint-Brieuc
4778,Saint-Dizier
18208,Saint-Gervais-Les-Bains
4748,Saint-Malo
4808,Saint-Étienne
4798,Saintes
42402,Sakarya
21238,Sala Consilina
13608,Salamanca
8108,Salerno
41361,Salihleraltı
42702,Salihli
20608,"Salinas, CA"
18188,Sallanches
5258,Salou
20618,"Salt Lake City, UT"
1554,Salzburg
678,Salzwedel
42412,Samsun
26281,"San Antonio, TX"
8748,San Benedetto del Tronto
20378,"San Bernardino, CA"
21118,San Cosmo Albanese
21128,San Demetrio Corone
20208,"San Diego, CA"
20308,"San Francisco, CA"
21138,San Giorgio Albanese
16978,San Giovanni Rotondo
20388,"San Jose, CA"
20698,"San Luis Obispo, CA"
28491,San Marco Argentano
30141,"San Marcos, TX"
31031,San Miguel de Corneja
12918,San Salvo
5268,San Sebastián
8658,San Severo
26421,San Vincenzo
39191,San Vito dei Normanni 
10518,San Vito di Cadore
28821,"San Ysidro, CA"
18608,Sandomierz
42712,Sandıklı
11748,Sangerhausen
2115,Sankt Pölten
27291,Sanok
12848,Sanremo
44481,Sant Feliu de Guixols
38751,Sant'Agnello
20668,"Santa Barbara, CA"
14158,Santa Comba Dão
44031,Santa Cruz do Bispo
20678,"Santa Cruz, CA"
31111,Santa Maria del Arroyo
28471,Santa Maria del Cedro
38711,Santa Maria di Leuca
20648,"Santa Maria, CA"
21148,Santa Sofia d'Epiro
15938,Santander
14168,Santarém
13248,Santhià
15958,Santiago de Compostela
30981,Santibañez de Bejar
13158,Sarajevo
39871,"Sarasota, FL"
41381,Sarayköy
22668,Sarbinowo
16488,Sarižol
28481,Sarno
18938,Saronno
45261,Sarıgöl
41391,Sarımsaklı
7888,Saumur
9498,Savona
46371,Sazomín
26571,Scalea
2348,Scharbeutz
23078,Schiavonea
1544,Schleiz
689,Schweinfurt
690,Schwerin
39391,"Scranton, PA"
36581,"Seattle, WA"
6488,Sebeș
991,Seefeld
41421,Seferihisar
20888,Seget Donji
14188,Seia
42921,Sejny
45241,Selimiye
22008,Seline
26801,Sellia Marina
41431,Selçuk
41441,Senirkent
16688,Senj
25521,Sereď
42722,Serik
9278,Serravalle Scrivia (Outlet)
24761,Sestanovac
37051,Sesvete
16248,Setubal
18388,Sevilla
44911,Seydişehir
43341,Seyitgazi
15618,Sfântu Gheorghe
43141,Sheffield
12338,Shumen
43381,Siauliai
14888,Sibari
6508,Sibiu
24081,Sicignano
32671,Siculiana
33511,Siedlce
694,Siegen
47201,Siemiatycze
6298,Siena
22738,Sieradz
2318,Sierksdorf (Hansa Park)
11787,Silkeborg
1354,Simbach
15658,Sinaia
2095,Singen
9118,Sinj
42422,Sinop
697,Sinsheim
27521,Sintra
11688,Siofok
14898,Siracusa
42432,Sivas
45201,Sivaslı
44741,Sivrihisar
12638,Skanderborg
18668,Skarzysko-Kamienna
11807,Skive
46391,Sklené nad Oslavou
16778,Skopje
10288,Skradin
10268,Skradinsko Polje
46501,Skövde
12648,Slagelse
25311,Slano
10168,Slatina (HR)
15668,Slatina (RO)
44051,Slatiňany
8958,Slavonski Brod
15678,Slobozia
9128,Slunj
24651,Smržovka
44601,Soblinec
18118,Soběslav
5348,Sofia
18858,Sokolov
41451,Solhan
24801,Solin
27311,Solina
2928,Soltau
7768,Sopot
21748,Sora
42742,Sorgun
13128,Sorrento
29911,Sotin
47621,"South Hill, VA"
21158,Spezzano Albanese
6178,Spišská Nová Ves
6558,Split
16258,Splügen
36591,"Spokane, WA"
227,Spremberg
47131,Srbobran
17948,Srebrenik
24501,Sremska Mitrovica
43961,Srđevići
2105,St. Gallen
20458,"St. George, UT"
7898,St. Michael
40001,"St. Petersburg, FL"
42861,St. Valentin
34581,Stalowa Wola
9788,Stankovci
34501,Stargard
9948,Starigrad (NP Paklenica)
46741,Starigrad (Senj)
27021,Starogard Gdański
5988,Staré Město u Uh. Hr.
37281,Steccato di Cutro
22068,Stegna
714,Stendal
1705,Sterzing (Vipiteno)
28091,Steyr
17098,Stockach
3798,Stockholm
24531,Stockholm Arlanda T 2/3
24521,Stockholm Arlanda T 4
27081,Stockholm Skavsta Airport
14748,Stoke on Trent
24691,Ston
30071,Strakonice
106,Strasbourg
22778,Strongoli Marina
38551,Struga
34191,Strzelce Opolskie
46291,Stráž nad Nežárkou
6018,Studénka
101,Stuttgart
24471,Subotica
15688,Suceava
6008,Suchdol nad Odrou
9868,Sukošan
13378,Sulmona
44721,Sultanhisar
41461,Suluova
47421,Sulusaray
41471,Sungurlu
41501,Susurluk
29461,Sutomore
25661,Suwałki
41491,Suşehri
45401,Sv. Ivan Zelina
45551,Sv. Juraj u Trnju
45671,Sv. Kirin
9888,Sveti Filip i Jakov
16498,Sveti Marko
14968,Svetvinčenat
16808,Svilajnac
46681,Swansea
43021,Swornegacie
39411,"Syracuse, NY"
28151,Szczawnica
2125,Szczecin
28791,Szczecin Lotnisko Goleniów
19528,Szczecinek
12358,Szeged
24611,Szklarska Poręba
22078,Sztutowo
14178,São João da Madeira
22348,Söderköping
6748,Södertälje
42732,Söke
16408,Sønderborg
41481,Sürmene
7748,Słubice
7658,Słupsk
36601,"Tacoma, WA"
10498,Tai di Cadore
40011,Tallinn
39831,"Tampa, FL"
24631,Tanvald
21168,Taormina
9338,Taranto
4878,Tarbes
15098,Tarnów
5278,Tarragona
21178,Tarsia
42752,Tatvan
40491,Tavas
42762,Tavşanlı
40481,Taşköprü
15748,Tecuci
40631,Tefenni
15758,Teiuș
45971,Tekija
42881,Tekirdağ
42772,Tekkeköy
39791,"Temple, TX"
8838,Teramo
40621,Tercan
46961,Terespol
42782,Terme
10938,Termoli
9598,Terni
36471,Ternopil
38541,Tetovo
1825,The Hague
12938,Thiers
4888,Thionville
12658,Thisted
17248,Thun
6518,Timișoara
2358,Timmendorfer Strand
40061,Tirana
40611,Tirebolu
10068,Tisno
36811,Tisovec
95,Titisee-Neustadt
14608,Tivat
14948,Todi
42462,Tokat
32481,Toledo
30621,Tomar
9218,Tomislavgrad
14208,Tondela
42971,Toprakcuma
26681,Torano Castello
13618,Tordesillas
22798,Torre Melissa
30631,Torres Novas
30501,Torres vedras
22818,Torretta Crucoli
26581,Tortora
45141,Torul
7598,Toruń
40601,Tosya
4908,Toulon
3728,Toulouse
23761,Toulouse Blagnac Airport
4928,Tours
42472,Trabzon
45991,Trajanova Tabla
43391,Trakai
13268,Trani
35881,Travnik
46991,Trebinje
3738,Trento
12868,Trenčín
10478,Treviso
44081,Trhová Kamenice
10018,Tribunj
173,Trier
2145,Trieste
23771,Trieste Airport
9138,Trilj
18928,Trnava (SK)
6528,Trogir
4938,Troyes
45881,Trošti
46141,Trstenik
46771,Tuchola
20258,"Tucson, AZ"
30701,Tudela
15818,Tulcea
11118,Tulle
6598,Tullnerfeld
45891,Tunel Učka - Istok
45781,Tunel Učka - zapad
12238,Turda
42532,Turgutlu
42802,Turhal
30441,Turi
2618,Turin
47461,Turnov
17838,Turčin
45041,Tutak
17938,Tuzla
46451,Tvrdošín
7818,Tábor
44531,Tárrega
15718,Târgoviște
15728,Târgu Frumos
15738,Târgu Jiu
15808,Târgu Secuiesc
159,Tübingen
15708,Tălmaciu
22708,Třeboň
25101,Třebíč
6088,Třinec
9148,Udbina
9268,Udine
39201,Ugento 
21608,Uherské Hradište
21598,Uherský Brod
2958,Uhlstaedt
44871,Ula
733,Ulm
22458,Ulricehamn
40591,Uluborlu
47151,Ulus
8938,Umag
36481,Uman
6768,Uppsala
24221,Urbino
42792,Urla
2278,Usedom
11128,Ussel
42991,Ustka
19538,Ustronie Morskie
27361,Ustrzyki Dolne
27331,Ustrzyki Górne
1324,Utrecht
8698,Uzhhorod
42482,Uşak
44241,Užice
21198,Vaccarizzo Albanese
37651,Vaduz
14218,Vagos
40561,Vakfıkebir
24121,Val Vomano
16458,Valbruna
22358,Valdemarsvik
4958,Valence (France)
22618,Valencia
13628,Valladolid
10148,Valpovo
42492,Van
4988,Vannes
10218,Varaždin
45471,Varaždin Breg
12348,Varna
15768,Vaslui
10898,Vasto
15778,Vatra Dornei
46441,Vatín
740,Vechta
11817,Vejen
5328,Vejle
35911,Velika Kladuša
16758,Veliko Gradište
10308,Veljun
46431,Velká Bíteš
2155,Venice
23238,Venice Airport
5148,Venlo
26701,Ventimiglia
28721,"Ventura, CA"
12988,Verdun
13638,Verin
2165,Verona
9588,Verrès
14568,Versailles
43681,Veselí nad Lužnicí
14238,Viana do Castelo
14918,Vibo Valentia
7228,Viborg
44501,Vic
7858,Vicenza
38731,Vico Equense
20408,"Victorville, CA"
30751,Vidago
19008,Vidin
45621,Vidovec Donji
36221,Vielha
1394,Vienna
2988,Vienna Airport
20038,Vieste
15978,Vigo
14248,Vila Pouca de Aguiar
14258,Vila Real
14268,Vilar Formoso
21208,Villa San Giovanni
8308,Villach
31051,Villafranca de la Sierra
31071,Villatoro
8568,Villefranche-sur-Saône
39951,Villetelle
747,Villingen-Schwenningen
33401,Vilnius
30101,Vimperk
8898,Vinkovci
36431,Vinnytsia
15858,Vir
10178,Virovitica
39781,"Visalia, CA"
14278,Viseu
16228,Visoko
38891,Viterbo
17688,Vitez
13648,Vitoria-Gasteiz
47021,Višegrad
8918,Vodice
9608,Vodnjan
37741,Vodňany
16318,Voiron
46351,Vojnův Městec
30081,Volyně
43651,Votice
16608,Vozilići
19018,Vratsa
47121,Vrbas
42961,Vrgorac
46151,Vrnjačka Banja
21968,Vrpolje
6128,Vrútky
10128,Vukovar
47671,Vyšší Brod
6918,Västervik
6778,Västerås
24581,Vöcklabruck
47751,Větřní
30161,"Waco, TX"
1564,Wangen
140,Warnemünde
47971,Warrington
7568,Warsaw
27841,"Washington, D.C."
761,Weiden in der Oberpfalz
763,Weimar
1124,Weißenfels
2185,Wels
45791,"Wenatchee, WA"
46791,Werbkowice
36651,"West Palm Beach, FL"
6548,Wiener Neustadt
779,Wiesbaden
3768,Winterthur
2195,Wismar
2868,Wittichenau
11288,Wolpertshausen
20838,Wroclaw Airport
1765,Wrocław
171,Wuppertal
111,Würzburg
19508,Władysławowo
18618,Włocławek
42502,Yalova
40551,Yalvaç
46091,Yaremche
46101,Yasinya
40541,Yatağan
40521,Yenice (Çanakkale)
44931,Yenipazar (Aydın)
40531,Yeniçağa
42822,Yenişehir (Bursa)
47441,Yeşilyurt
46621,York
42512,Yozgat
20598,"Yuma, AZ"
16088,Yvetot
40511,Yıldızeli
45861,Zabrežani
22308,Zabrze
6538,Zadar
24771,Zadvarje
16588,Zagorje
2205,Zagreb
44591,Zagreb Dubrava
43031,Zagvozd
27261,Zagórz
8738,Zakopane
13668,Zamora
34451,Zamość
40501,Zara
21908,Zaragoza
43371,Zatoka
26381,Zaton
1134,Zeitz
18158,Zempin
13188,Zenica
12508,Zgorzelec
15888,Zhytomyr
7618,Zielona Góra
18068,Zinnowitz
18088,Zirchow
8478,Zittau
47401,Zlatibor
47741,Zlatá Koruna
25721,Zlaté Moravce
6258,Znojmo
42522,Zonguldak
89,Zurich
25171,Zurich Airport
12048,Zvolen
795,Zweibrücken
796,Zwickau
5938,Zábřeh na Moravě
46111,Záhony
40711,Çan
41712,Çanakkale
40721,Çandarlı
42891,Çankırı
41722,Çarşamba
40731,Çarşıbaşı
40741,Çavdır
40751,Çay
41732,Çaycuma
40761,Çayeli
44441,Çerkezköy
47261,Çerkeşli
40771,Çeşme
40801,Çine
41762,Çivril
45921,Çorlu
41772,Çorum
14388,Étampes
4338,Étretat
22438,Ödeshög
6738,Örebro
45941,Övündü - Gumushane
41331,Özdere
46241,Ústrašín
36491,Ústí nad Orlicí 
730,Überlingen
18098,Ückeritz
42812,Ünye
40571,Ürkmez
6108,Čadca
10658,Čakovec
9238,Čapljina
28271,Čačak
45561,Čehovec
17648,Černá v Pošumaví
46211,Česká Bělá
1805,České Budějovice
7838,Český Krumlov
6078,Český Těšín
47701,Čimelice
9158,Čitluk
30091,Čkyně
16508,Čubani
18138,Đakovo
10198,Đurđevac
43351,İhsaniye
41131,İmranlı
42082,İnegöl
45951,İsabeyli
40151,İstanbul
41151,İyidere
42122,İzmir
41161,İznik
26241,Łeba
25651,Łomża
28531,Łowicz
7588,Łódź
47141,Świdnik
22288,Świebodzin
41401,Şarkikaraağaç
41411,Şarkışla
45851,Šaini
29891,Šarengrad
6498,Šibenik
9208,Široki Brijeg
45681,Škicini
45511,Štefanec
6158,Štrba
43321,Štrmac
36781,Štítnik
46301,Štěpánovice
36071,Šuica
24331,Żnin
22158,Żory
47081,Žabljak
25701,Žarnovica
44091,Ždírec nad Doubravou
38621,Želino
13208,Žepče
25681,Žiar nad Hronom
6118,Žilina
14978,Žminj
8878,Županja
46361,Žďár nad Sázavou
15698,Țăndărei
